id,Name,closed,website,website down,twitter,facebook,linkedin,lat,lng,address,city,region,country,description,email,source
25,STIC Lab,,http://www.sticlab.co.tz/,,,,,-6.8234286,39.2680669,"Tanzania Breweries, Dar es Salaam, Tanzania",Dar es Salaam,,Tanzania,"STICLab LTD is the first Maker Space in Tanzania with a state of the art digital fabrication Lab where 80% of the equipment being used is made locally by STICLab itself. This equipment includes tools such as CNC Milling Machines and 3D printers. STICLab’s Technology and Innovation Centre is designed to provide a productive environment for scientists, makers and innovators, providing full access to a Lab and Workshop facilities that support product development from idea creation through to production. We welcome individuals from different backgrounds with engineering and technical ideas that could transform society to use our facilities.",,afrilabs
78,Swahilipot Hub,,https://swahilipothub.co.ke/,x,,,,-4.0434771,39.6682065,"Mombasa, Kenya",Mombasa,Mombasa County,Kenya,"Swahilipot Hub is an innovation hub that is focused on social impact, job creation, skill acquisition, youth engagement and innovation. ",,afrilabs
70,Sylabs,,http://sylabs-dz.com/,,,,,28.033886,1.659626,Algeria,,,Algeria,"Sylabs is an innovation hub that is focused on social impact, skill acquisition and innovation.",hello@sylabs-dz.com,afrilabs
,Tamkeen Center,,http://www.tamkeen.ma,,,,,,,"Oujda, Maroc",,,,"Tamkeen Center est une initiatve privée et apolitique, mais accueille toute contribution et appui technique et financiers pour favoriser le déploiement de son activité à plus grande échelle.&nbsp;",contact@tamkeen.ma,afric'innov
104,TANZICT,,http://tanzict.or.tz/,,,,,,,,Dar es Salaam,,Tanzania,,,worldbank
84,TechinBraam,,http://techinbraam.co.za,,,,,,,,Johannesburg,,South Africa,,,worldbank
,TECHNIPOLE SUP VALOR,,http://www.technipole-supvalor.com,,,,,,,"Yaoundé, Cameroun",,,,"Notre crédo c'est : <b>discipline</b>, <b>travail</b> et <b>performance</b> et nous souhaitons participer activement à la construction de l'écosystème entrepreneurial africain.",gkamande@technipole-supvalor.com,afric'innov
22,Technology Innovation Entrepreneurship Center,,http://www.tiec.gov.eg/en-US/Pages/default.aspx,,,,,,,,Cairo,,Egypt,,,worldbank
,TECHNOPARK,,https://www.technopark.ma/s/login/?language=fr&amp,x,,https://web.facebook.com/pages/Technopark,,,,,,,contact@technopark.ma,afric'innov,,
71,Technopole de la Reunion ,,http://technopole-reunion.com,,,,,,,,Saint Denis (Sainte Clotilde),,Reunion,,,worldbank
83,Tentmaker,,https://www.tentmakergh.com/,x,,,,5.6004186,-0.183411500000034,"accra, Ghana Airways Avenue, Accra, Ghana",Accra,Greater Accra Region,Ghana,"Tentmaker is a co-creation space  that is focused on social impact, job creation and innovation.  ",,afrilabs
54,The Bandwidth Barn,,https://www.citi.org.za/spaces/,,,,,-30.559482,22.937506,South Africa,,,South Africa,"Cape Town’s The Bandwidth Barn (TheBarn) enables people to start successful businesses, develop great products and help change the world   ",,afrilabs
57,The District,,http://district-egypt.com/,x,,,,26.820553,30.802498,Egypt,,,Egypt,The District is an inspiring coworking space for game-changing entrepreneurs and freelancers with social capital.  ,,afrilabs
21,The Greek Campus,,http://www.thegreekcampus.com/#,,,,,,,,Cairo,,Egypt,,,worldbank
96,The House 4 Hack,,www.house4hack.co.za,,,,,,,,Pretoria,,South Africa ,,,worldbank
52,The Innovation Hub,,https://theinnovationhub.com/,,,,,-30.559482,22.937506,South Africa,,,South Africa,The Innovation Hub ,info@theinnovationhub.com,afrilabs
50,The Innovation Village,,http://www.innovationvillage.co.ug/,,,,,1.373333,32.2902750000001,Uganda,,,Uganda,"Kampala began operations in December, 2015 and was legally registered in July, 2015 with a staff strength of 4.  ",,afrilabs
51,The Mawazo Innovation Hub (Uganda),,https://mawazohub.com/,,,,,0.3119942,32.5844634,"Uganda House, Kampala, Uganda",Kampala,Central Region,Uganda,"The Mawazo Innovation Hub, a division of NFT Consult, was established to support emerging Next Generation ICT businesses .  ",,afrilabs
16,The Meltwater Entrepreneurial School of Technology (MEST),,http://meltwater.org/incubator/about-the-incubator/,,,,,5.6446677,-0.152526599999987,"Aluguntugui St, Accra, Ghana",Accra,Greater Accra Region,Ghana,The Meltwater Entrepreneurial School of Technology (MEST) provides training and mentoring for aspiring African software entrepreneurs with the goal of creating wealth and jobs locally in Africa.,,afrilabs
17,The NaiLab,,http://nailab.co.ke/,,,,,-1.3373892,36.6891955999999,"Ngong View Road, Nairobi, Kenya",Nairobi,Nairobi County,Kenya,"The NaiLab is a startup accelerator that focuses on early stage business ideas that are likely to have a large social and economic impact, are highly scalable, require minimum investments to prototype and have a strong value proposition. We offer a 3 to 12 months entrepreneurship program for growing innovative technology-driven ideas.  ",,afrilabs
18,The Office,,http://theoffice.rw/,x,,https://facebook.com/TheOfficeRW/?__tn__=%2AsH-R,,-1.9517449,30.0610748,"26 KN 3 Road, Kigali, Rwanda",Kigali,Kigali City,Rwanda,"The Office is a coworking space, a community innovation hub, a physical entrepreneurial ecosystem, and an art gallery...among other things. ",,afrilabs
,THE PLUG,,http://www.theplugbybo.com,,,https://www.facebook.com/the.plug.by.bo,,,,"Résidence les Terrasses D&#039;Oran, Bir El Djir, Oran",,,,"The Plug est un programme d’incubation proposé par BOPlug à toute entrepreneur ayant un projet en lien avec le développement de l'expérience client. Plus innovant, plus digitale et plus respectueux des nouvelles attentes environnementales.",contact@thepugbybo.com,afric'innov
53,The Tech Village,,http://www.techvillage.org.zw/,,,,,-19.015438,29.154857,Zimbabwe,,,Zimbabwe,"The Tech Village began operations in May, 2016 and was legally registered in September, 2016 with a staff strength of 5.  ",,afrilabs
10,The W Hub,,http://www.thewhub.com/,,,,,,,,Abidjan,,Cote d'Ivoire,,,worldbank
74,THINK Technology Incubator ,,http://www.think.rw,,,,,,,,Kigali,,Rwanda,,,worldbank
83,ThoughtWorks,,http://info.thoughtworks.com/Johannesburg-office.html,,,,,,,,Johannesburg,,South Africa,,,worldbank
102,TIH-The Innovation Hub ,,www.theinnovationhub.com,,,,,,,,Pretoria,,South Africa ,,,worldbank
,total-startup-center,,,,,http://facebook.com/TotalCongo,,,,"Avenue raymond Poincaré, 3ème étage du bâtiment Solemare",,,,,princilia-doris.mizere@total.com,afric'innov
90,Tribe,,,,,,,6.2757656,7.00683930000002,"Anambra, Nigeria",,Anambra,Nigeria,"Tribe is an innovation centre that is focuses on skill acquisition, social impact and innovation.  ",,afrilabs
,Trustee sas,,http://www.trustees.fr,,,https://www.facebook.com/TrusteeVC/,,,,"Tombo ,  Kaloum, Conakry",,,,Trustee est une société qui accompagne et investit en position minoritaire dans les startups innovantes. Trustee intervient également à divers stades de développement dans des Startups et Pme  à fort potentiel de croissance. Nous offrons également un espace de travail partagé (Coworking) et d'autres prestations à la carte pour mieux repondre au besoin des porteurs de projet.  ,contact@trustees.fr,afric'innov
24,Twende Hub,,http://www.twende-tanzania.org/,,,,,6.3335725,-3.17231800000002,"Tanzania, Western Region, Ghana",Tanzania,Western Region,Ghana,"Twende hub was founded in 2007 to identify local needs & engineer new technology solutions, empower entrepreneurs, offer business support, and encourage local innovation. Also to empower Tanzanians to design, develop, and disseminate life-improving technology solutions to the challenges they and their communities face. ",,afrilabs
,UAC Startup Valley,,http://www.uacstartupvalley.com,,,https://www.facebook.com/uacstartupvalley/,,,,"Abomey Calavi, Bénin",,,,,uacstartupvalley@uacstartupvalley.com,afric'innov
72,Uplift Hub,,https://uplift.ng/,,,,,10.3009641,9.82365329999993,"Bauchi, Nigeria",Bauchi,Bauchi,Nigeria,"Uplift Hub is an innovation hub that is focused on social impact, job creation, skill acquisition, youth engagement and innovation.",info@uplift.ng,afrilabs
26,Ventures Platform,,http://www.venturesplatform.com/,,,,,9.0438014,7.49190239999996,"Abuja International Conference Centre, Herbert Macaulay Way, Abuja, Nigeria",Abuja,Federal Capital Territory,Nigeria,"Ventures Platform (VP) is a world-class full-service innovation hub in Abuja. At the core of VP's value proposition is an intensive 16-week hybrid incubation program, a residence for need-based cohorts and a paid co-working space for free-lance entrepreneurs and professionals on the go. VP’s Incubation program offers start-ups a unique mix of workspace, business strategy and capacity building, short term residency for accepted fellows and seed funding for innovative ideas. And every tool needed to survive, grow and ultimately thrive.",,afrilabs
,VERDE VENTURES LTD,,http://www.verdefrontier.mu/,,,,,,,"Ebène, Quatre Bornes, Maurice",,,,,,afric'innov
,VOISINAGE,,https://www.uvci.edu.ci/,,,https://www.facebook.com/uvciv/,,,,,,,,,muhamad.adebayo@uvci.edu.ci&gt,afric'innov
33,Wenak Labs,,http://www.wenaklabs.org/,,,https://www.facebook.com/wenaklabs,,13.1078947,14.4490398,"Immeuble BSIC, 2eme étage",,N’Djamena,Chad,"began operation in April, 2014, and was officially registered in July, 2015. They are an innovation and co-creation hub focused on social impact, skill acquisition, job creation and youth engagement.",contact@wenaklabs.org,afrilabs
42,Wennovation Hub,,http://www.wennovationhub.org/,,,,,9.081999,8.67527700000005,Nigeria,,,Nigeria,"The Wennovation Hub was founded in August 2010, to accelerate HIGH IMPACT entrepreneurs into the marketplace ",,afrilabs
108,Wiki Start Up,,http://www.wikistartup.tn/,,,,,,,,Tunis,,Tunisia,,,worldbank
92,Wired Startups,,https://wiredstartups.business.site/,,,,,31.791702,-7.09262000000001,Morocco,,,Morocco,"Wired Startups is an Incubator/Accelerator that is focused on job creation, skill acquisition and innovation.",,afrilabs
19,Woe Lab,,http://www.woelabo.com/,,,,,4.9255857,-2.32036949999997,"Gulf of Guinea, Esiama, Ghana",Esiama,Western Region,Ghana,"With twenty members, the Woe Lab, a young innovative community in Lome, Togo, is the first African space dedicated to technology democracy. ",,afrilabs
113,Women in Technology Uganda (WITU),,http://witug.org/,,,,,,,,Kampala,,Uganda,,,worldbank
32,xHub,,http://www.xhubaddis.com/,,,,,8.9806034,38.7577605,"Addis Ababa, Ethiopia",Addis Ababa,Addis Ababa,Ethiopia,"Addis Ababa’s xHub Innovative Society is an open space for IT entrepreneurs, innovators, technologists, investors, tech companies..",,afrilabs
84,Y-BECA Youth Entrepreneurship Foundation,,http://www.y-beca.org/,x,,,https://ru.linkedin.com/company/y-beca-youth-entrepreneurship-foundation,-26.20222,28.049388,"Johannesburg Sewing Centre, Pritchard Street, Hillbrow, Johannesburg, South Africa",Johannesburg,Gauteng,South Africa,"Y-BECA is an incubator and accelerator that is focused on social impact, job creation and innovation",,afrilabs
6,Yam Pukri,,http://www.yam-pukri.org/,,,,,,,,Ouagadougou,,Burkina Faso,,,worldbank
,YESAAL AGRI HUB,,http://yeesalhub.org/,,,https://fr-fr.facebook.com/yeesalagrihub/,,,,,,,,,yeesalagrihub@gmail.com,afric'innov
,Youth CDC,,http://www.youthcdc.com,x,,https://www.facebook.com/YouthCDC/,,,,"Avedji-Elavagnon, Lomé, Togo",,,,"Youth CDC est un programme d'accompagnement à la levée de fonds et de développement d'entreprises qui a pour ambition de lutter contre le chômage des jeunes en Afrique par la promotion de l'entrepreneuriat. Le programme développe une approche innovante d'accompagnement autour d'un programme de formation certifiant dénommé <b>""Certificate in Development of Innovation Companies"" -CDIC</b>.",youthcdcprogram@gmail.com,afric'innov
,ZEN Lab,,http://www.zenlab.com.tn/,,,http://www.facebook.com/ZENLAB.Tunisie/,,,,"Immeuble Emeraude Center, Jardins du Lac 2 , Tunis, Tunisie",,,,,contact@zenlab.com.tn,afric'innov
,,,https://saharaventures.com/sahara-accelerator,,,,,,,,,,,,,afric'innov
,NorthEast Innovation Hub,,humanitarianihub.org,,Northeast_iHub,,,,,"NE Innovation Campus, No 3 Legom Close, Off Kashim Ibrahim Way, Jimeta 640221",,Adamawa,Nigeria,NorthEast Innovation Hub is a dynamic community of creative minds and game changers collaborating on innovative solutions to the challenges faced by communities in North-Eastern part of Nigeria and the World as a whole.,info@humanitarianihub.org,
